lon,lat,dep,rate
166.7395,-46.3119,95.227,0.0003329865
166.7921,-46.3428,104.896,0.0003329865
166.8421,-46.3721,114.725,0.0003329865
166.8898,-46.4000,124.721,0.0003329865
166.9359,-46.4269,134.853,0.0003329865
166.9805,-46.4529,145.099,0.0003329865
165.9684,-45.7134,11.853,0.0003329865
166.0693,-45.7740,13.217,0.0003329865
166.1499,-45.8276,15.265,0.0003329865
166.2228,-45.8763,19.689,0.0003329865
166.2965,-45.9220,26.441,0.0003329865
166.3687,-45.9651,34.297,0.0003329865
166.4389,-46.0065,42.556,0.0003329865
166.5067,-46.0466,51.006,0.0003329865
166.5715,-46.0850,59.678,0.0003329865
166.6333,-46.1216,68.635,0.0003329865
166.6925,-46.1565,77.872,0.0003329865
166.7497,-46.1901,87.323,0.0003329865
166.8048,-46.2225,96.886,0.0003329865
166.8574,-46.2534,106.529,0.0003329865
166.9070,-46.2827,116.344,0.0003329865
166.9540,-46.3103,126.371,0.0003329865
166.9991,-46.3366,136.561,0.0003329865
167.0429,-46.3621,146.874,0.0003329865
166.0611,-45.6389,11.825,0.0003329865
166.1571,-45.6980,13.148,0.0003329865
166.2342,-45.7502,15.623,0.0003329865
166.3066,-45.7981,20.701,0.0003329865
166.3800,-45.8432,27.896,0.0003329865
166.4515,-45.8857,35.929,0.0003329865
166.5205,-45.9267,44.239,0.0003329865
166.5862,-45.9658,52.749,0.0003329865
166.6483,-46.0027,61.563,0.0003329865
166.7073,-46.0377,70.733,0.0003329865
166.7641,-46.0711,80.201,0.0003329865
166.8197,-46.1037,89.838,0.0003329865
166.8738,-46.1354,99.492,0.0003329865
166.9253,-46.1658,109.191,0.0003329865
166.9737,-46.1944,119.096,0.0003329865
167.0194,-46.2213,129.229,0.0003329865
167.0633,-46.2469,139.526,0.0003329865
166.1466,-45.5617,12.678,0.0003329865
166.2380,-45.6191,14.460,0.0003329865
166.3150,-45.6707,17.722,0.0003329865
166.3897,-45.7189,23.405,0.0003329865
166.4645,-45.7643,30.743,0.0003329865
166.5368,-45.8075,38.675,0.0003329865
166.6051,-45.8484,46.867,0.0003329865
166.6686,-45.8867,55.412,0.0003329865
166.7277,-45.9220,64.431,0.0003329865
166.7836,-45.9551,73.884,0.0003329865
166.8379,-45.9870,83.630,0.0003329865
166.8916,-46.0184,93.465,0.0003329865
166.9439,-46.0491,103.244,0.0003329865
166.9934,-46.0785,113.097,0.0003329865
167.0399,-46.1059,123.184,0.0003329865
167.0842,-46.1319,133.474,0.0003329865
167.1270,-46.1569,143.903,0.0003329865
166.1245,-45.4212,11.780,0.0003329865
166.2279,-45.4827,13.954,0.0003329865
166.3157,-45.5387,16.355,0.0003329865
166.3936,-45.5899,20.411,0.0003329865
166.4705,-45.6382,26.566,0.0003329865
166.5462,-45.6840,33.930,0.0003329865
166.6181,-45.7273,41.751,0.0003329865
166.6846,-45.7676,49.933,0.0003329865
166.7454,-45.8044,58.663,0.0003329865
166.8014,-45.8380,67.978,0.0003329865
166.8544,-45.8693,77.734,0.0003329865
166.9064,-45.8998,87.732,0.0003329865
166.9580,-45.9300,97.738,0.0003329865
167.0082,-45.9596,107.685,0.0003329865
167.0557,-45.9877,117.753,0.0003329865
167.1006,-46.0142,128.034,0.0003329865
167.1438,-46.0395,138.472,0.0003329865
166.2094,-45.3435,12.609,0.0003329865
166.3090,-45.4036,14.959,0.0003329865
166.3935,-45.4581,17.878,0.0003329865
166.4711,-45.5085,22.605,0.0003329865
166.5481,-45.5561,29.174,0.0003329865
166.6225,-45.6011,36.653,0.0003329865
166.6921,-45.6433,44.554,0.0003329865
166.7554,-45.6820,52.933,0.0003329865
166.8128,-45.7168,61.949,0.0003329865
166.8656,-45.7483,71.547,0.0003329865
166.9157,-45.7780,81.545,0.0003329865
166.9652,-45.8069,91.740,0.0003329865
167.0144,-45.8358,101.926,0.0003329865
167.0623,-45.8641,112.086,0.0003329865
167.1081,-45.8912,122.364,0.0003329865
167.1521,-45.9170,132.798,0.0003329865
167.1949,-45.9421,143.340,0.0003329865
166.2948,-45.2660,12.881,0.0003329865
166.3911,-45.3249,15.432,0.0003329865
166.4727,-45.3781,18.775,0.0003329865
166.5492,-45.4274,24.061,0.0003329865
166.6248,-45.4738,30.970,0.0003329865
166.6965,-45.5173,38.589,0.0003329865
166.7624,-45.5576,46.644,0.0003329865
166.8217,-45.5938,55.273,0.0003329865
166.8749,-45.6261,64.553,0.0003329865
166.9237,-45.6553,74.369,0.0003329865
166.9701,-45.6827,84.552,0.0003329865
167.0159,-45.7095,94.930,0.0003329865
167.0616,-45.7363,105.335,0.0003329865
167.1067,-45.7629,115.737,0.0003329865
167.1509,-45.7889,126.204,0.0003329865
167.1941,-45.8143,136.753,0.0003329865
167.2368,-45.8393,147.362,0.0003329865
166.3803,-45.1887,12.855,0.0003329865
166.4743,-45.2467,15.641,0.0003329865
166.5545,-45.2991,19.329,0.0003329865
166.6311,-45.3479,24.947,0.0003329865
166.7056,-45.3936,31.909,0.0003329865
166.7745,-45.4359,39.470,0.0003329865
166.8361,-45.4739,47.595,0.0003329865
166.8904,-45.5072,56.441,0.0003329865
166.9385,-45.5363,65.957,0.0003329865
166.9821,-45.5624,75.958,0.0003329865
167.0234,-45.5869,86.296,0.0003329865
167.0641,-45.6107,96.851,0.0003329865
